bad_name,main_group,good_name,full_name,sex,notes
Ginq ,Ankhase,Ginq,Ginqinka,F,
Ghida,Ankhase,Ghid,Ghida,F,
Ghid ,Ankhase,Ghid,Ghida,F,
Gubha,Ankhase,Gubh,Gubha,F,
Gub ,Ankhase,Gubh,Gubane,M,
Gubh ,Ankhase,Gubh,Gubha,F,
baby Nyan 2018 ,Ankhase,Baby Nyan 2018,Baby Nyan 2018,unknown,
Baby Nyan 2018 ,Ankhase,Baby Nyan 2018,Baby Nyan 2018,unknown,
Nya,Ankhase,Nyan,Nyanga,F,
Nyan ,Ankhase,Nyan,Nyanga,F,
Ndi ,Ankhase,Ndi,Ndiza,M,
Mati,Ankhase,Mat,Matimula,M,
Mat ,Ankhase,Mat,Matimula,M,
Hluh,Ankhase,Hlu,Hluhluwe,M,
Hlu.,Ankhase,Hlu,Hluhluwe,M,
Hlu ,Ankhase,Hlu,Hluhluwe,M,
Hum.,Ankhase,Hum,Humusha,M,
Hum ,Ankhase,Hum,Humusha,M,
Ihla,Ankhase,Ihl,Ihlane,M,
Ihl ,Ankhase,Ihl,Ihlane,M,
Inta,Ankhase,Int,Intaba,M,
Int ,Ankhase,Int,Intaba,M,
Dan ,Ankhase,Dan,Danube,M,
Afri ,Ankhase,Afri,Afrikaans,M,
Kie ,Ankhase,Kie,Kies,F,
Dwe ,Ankhase,Dwe,Dwergie,M,
Ati ,Ankhase,Ati,Atitlan,M,
Nto ,Ankhase,Nto,Ntokozo,M,
Ndik ,Ankhase,Ndi,Ndiki,F,
Ndan,Ankhase,Nda,Ndanda,M,
Ndaw ,Ankhase,Ndaw,Ndawonya,F,
Can ,Ankhase,Can,Cancun,M,
Ngub,Ankhase,Ngu,Ngubu,M,
Ngu ,Ankhase,Ngu,Ngubu,M,
Ngen,Ankhase,Nge,Ngenakubo,M,
Nge ,Ankhase,Nge,Ngenakubo,M,
Guny.,Ankhase,Guny,Gunya,F,
Guny ,Ankhase,Guny,Gunya,F,
Mbulali,Ankhase,Mbu,Mbulali,unknown,
Mbul,Ankhase,Mbu,Mbulali,unknown,
Mbu ,Ankhase,Mbu,Mbulali,unknown,
Goli ,Ankhase,Goli,Goli,unknown,
Baby Gugu 2015 ,Ankhase,Baby Gugu 2015,Baby Gugu 2015,unknown,
 Nkos,Ankhase,Nkos,Nkosikasi,F,
Nkosikasi,Ankhase,Nkos,Nkosikasi,F,
Nko,Ankhase,Nkos,Nkosikasi,F,
Nakh,Ankhase,Nak,Nakhu,M,
Nak ,Ankhase,Nak,Nakhu,M,
Nco ,Ankhase,Nco,Ncoko,M,
Ncok,Ankhase,Nco,Ncoko,M,
baby Nkos 2015,Ankhase,Baby Nkos 2015,Baby Nkos 2015,M,
Baby Nkos 2015 ,Ankhase,Baby Nkos 2015,Baby Nkos 2015,M,
 Hele,Ankhase,Hele,Heleza,F,
Hel,Ankhase,Hele,Heleza,F,
Hele ,Ankhase,Hele,Heleza,F,
Ndiz ,Ankhase,Ndi,Ndiza,F,
Ndi ,Ankhase,Ndi,Ndiza,F,
 Dais,Lemon Tree,Dais,Daisy,F,
dais,Lemon Tree,Dais,Daisy,F,
DownLip ,Lemon Tree,DownLip,DownLip,M,
Dow,Lemon Tree,DownLip,DownLip,M,
Guz ,Ankhase,Guz,Guzunga,M,
 Guz,Ankhase,Guz,Guzunga,M,
Guzu,Ankhase,Guz,Guzunga,M,
New Male ,Kubu,New male,New male,M,
Mass,Kubu,Mas,Mass,M,
Maho ,Kubu,Mhao,Mhaori,F,
Mahori,Kubu,Mhao,Mhaori,F,
Mas ,Kubu,Mas,Mass,M,
New Male,Kubu,New male,New male,M,
The ,Kubu,The,The,M,
New male ,Kubu,New male,New male,M,
Jack,Lemon Tree,Jac,Jack,M,
Ken,Lemon Tree,Joe,Joe (same ind as Liam and Kenneth),M,
Lia,Lemon Tree,Joe,Joe (same ind as Liam and Kenneth),M,
Puy-merl ,Noha,Puym,Puy-merl,F,
Puym ,Noha,Puym,Puy-merl,F,
 Puy-Merl,Noha,Puym,Puy-merl,F,
 Puy-merl,Noha,Puym,Puy-merl,F,
 Puym,Noha,Puym,Puy-merl,F,
Tang ,Kubu,Tang,Tanganika,F,
Tan,Kubu,Tang,Tanganika,F,
 Tang,Kubu,Tang,Tanganika,F,
Yeni ,Kubu,Yeni,Yenissei,F,
Yell ,Kubu,Yell,Yellowstone,F,
Baby Yeni 2018,Kubu,Yell,Yellowstone,F,
Yuko ,Kubu,Yuko,Yukon,F,
Baby Yeni 2016,Kubu,Yuko,Yukon,F,
Yze ,Kubu,Yze,Yzeron,F,
Baby Yeni 2017,Kubu,Yze,Yzeron,F,
 Yeni ,Kubu,Yeni,Yenissei,F,
 Yeni ,Kubu,Yeni,Yenissei,F,
Mara ,Kubu,Mara,Mara,F,
 Mara,Kubu,Mara,Mara,F,
Baby Mara 2019 ,Kubu,Baby Mara 2019,Baby Mara 2019,,
baby Mara 2019,Kubu,Baby Mara 2019,Baby Mara 2019,,
Mar,Kubu,Mara,Mara,F,
Mara.,Kubu,Mara,Mara,F,
Amaz ,Kubu,Amaz,Amazon,F,
Ama,Kubu,Amaz,Amazon,F,
Amaz.,Kubu,Amaz,Amazon,F,
 Amaz,Kubu,Amaz,Amazon,F,
Ness ,Kubu,Ness,Nessie,F,
Ness.,Kubu,Ness,Nessie,F,
Little Nessi,Kubu,Ness,Nessie,F,
Little Nessie,Kubu,Ness,Nessie,F,
Baby Ness 2015 ,Kubu,Baby Ness 2015,Baby Ness 2015,,
Baby Ness 2019  ,Kubu,Baby Ness 2019,Baby Ness 2019,,
Nah ,Kubu,Nah,Nahoon,M,
Nahoon,Kubu,Nah,Nahoon,M,
Nugget,Kubu,Nug,Nugget,M,
Nugg,Kubu,Nug,Nugget,M,
Nug ,Kubu,Nug,Nugget,M,
Ness (Little Nessi),Kubu,Ness,Nessie,F,
 Ness,Kubu,Ness,Nessie,F,
 Yalu,Kubu,Yalu,Yalu,F,
Yal,Kubu,Yalu,Yalu,F,
Yamu ,Kubu,Yamu,Yamuna,F,
Yamu ,Kubu,Yamu,Yamuna,F,
Yamuna,Kubu,Yamu,Yamuna,F,
Yara ,Kubu,Yara,Yara,F,
Baby Yalu 2016,Kubu,Yamu,Yamuna,F,
Yaz ,Kubu,Yaz,Yazoo,M,
Yazoo,Kubu,Yaz,Yazoo,M,
Yazo,Kubu,Yaz,Yazoo,M,
Baby Yalu 2018,Kubu,Yaz,Yazoo,M,
Baby Yalu 2017,Kubu,Yara,Yara,M,
Yalu ,Kubu,Yalu,Yalu,F,
Yalu.,Kubu,Yalu,Yalu,F,
