"AnimalID","From","To","Group","Source","NatalGroup","GroupNB"
"Nil",2011-11-05,2014-11-17,"KB","Immigrants1_ImmiDate","No",1
"Nirtjies",2015-11-06,2016-01-25,"BD","Natal_DOB_Disappeared","Yes",1
"Nkomo",2021-11-04,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Nkosikasi",2010-11-11,2022-11-17,"AK","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Nkunzi",2020-11-19,2022-01-13,"AK","Natal_DOB_Disappeared","Yes",1
"Noah",2013-02-09,2018-02-20,"LT","Natal_NoDOB_Emi","Yes",1
"Noah",2018-02-20,2018-02-20,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Noktober",2011-10-26,2016-06-11,"BD","Natal_DOB_Emi","Yes",1
"Noktober",2016-06-15,2017-01-04,"CR","Immigrants1_ImmiDate","No",2
"Nonnitgie",2018-11-22,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Nooiens",2014-11-28,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Nooit",2021-11-09,2022-02-16,"BD","Natal_DOB_Disappeared","Yes",1
"Nora",2021-07-28,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Nuclides",2019-11-04,2021-06-30,"BD","Natal_DOB_Disappeared","Yes",1
"Nugget",2021-10-26,2021-05-27,"KB","Natal_DOB_Disappeared","Yes",1
"Nukke",2021-10-18,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Nul",2021-10-06,2022-03-22,"BD","Natal_DOB_Disappeared","Yes",1
"Numbies",2010-11-09,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Nurks",2012-10-01,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Nuuskierig",2017-10-16,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Nyala",2021-11-05,2021-12-06,"AK","Natal_DOB_Disappeared","Yes",1
"Nyanga",2014-10-31,2021-12-04,"AK","Natal_DOB_Disappeared","Yes",1
"Nyoni",2012-10-22,2017-05-16,"AK","Natal_DOB_Emi","Yes",1
"Nyoni",2017-05-16,2018-11-19,"BD","Immigrants1_ImmiDate","No",2
"Oahu",2015-01-12,2018-07-18,"CR","Natal_NoDOB_Disappeared","Yes",1
"Obelisk",2014-11-15,2019-06-13,"BD","Natal_DOB_Emi","Yes",1
"Obelisk",2020-08-06,2022-02-22,"CR","Immigrants1_ImmiDate","No",2
"Obsessie",2017-10-24,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Oerwoud",2018-11-09,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Ogies",2011-11-02,2016-06-03,"BD","Natal_DOB_Emi","Yes",1
"Ogies",2016-06-10,2018-07-20,"CR","Immigrants1_ImmiDate","No",2
"Okavango",2015-05-04,2015-10-29,"KB","Immigrants1_ImmiDate","No",1
"Okefenokee",2021-05-31,2022-11-17,"KB","Immigrants1_ImmiDate","No",1
"Okuncane",2011-01-18,2013-02-15,"AK","Natal_NoDOB_Emi","Yes",1
"Okuncane",2013-02-19,2014-09-08,"BD","Immigrants1_ImmiDate","No",2
"Oliver",2009-12-01,2014-06-03,"LT","Natal_DOB_Disappeared","Yes",1
"Olona",2015-04-03,2015-05-25,"KB","Immigrants1_ImmiDate","No",1
"Omelet",2021-11-04,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Onbeskof",2012-10-19,2016-03-11,"BD","Natal_DOB_Disappeared","Yes",1
"Oom",2010-12-24,2012-11-19,"BD","Immigrants1_ImmiDate","No",1
"Oortjies",2015-11-20,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Oscar",2018-06-07,2019-02-06,"LT","Immigrants1_ImmiDate","No",1
"Ouagadougou",2019-06-03,2020-11-30,"NH","Immigrants1_ImmiDate","No",1
"Oulik",2010-11-09,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Ouma",2020-11-18,2021-12-08,"BD","Natal_DOB_Disappeared","Yes",1
"Oupa",2020-11-13,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Padkos",2021-10-27,2022-05-06,"BD","Natal_DOB_Disappeared","Yes",1
"Pale",2014-12-30,2016-12-01,"CR","Natal_NoDOB_Emi","Yes",1
"Pale",2016-12-07,2022-03-01,"BD","Immigrants1_ImmiDate","No",2
"Palmela",2020-12-17,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Pandora",2022-06-28,2022-11-17,"IF","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Pannekoekie",2010-12-01,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Papp",2020-11-04,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Papsak",2015-11-12,2015-12-29,"BD","Natal_DOB_Disappeared","Yes",1
"Paris",2010-11-08,2015-08-18,"NH","Natal_NoDOB_Disappeared","Yes",1
"Patlansky",2010-12-28,2011-11-25,"RC","Immigrants1_NoImmiDate_NonNatal","No",1
"Pearl",2013-04-24,2015-12-15,"KB","Natal_NoDOB_Emi","Yes",1
"Pearl",2015-12-15,2015-12-15,"KBSplit","Immigrants1_NoImmiDate_Natal","No",2
"Pianosa",2015-09-26,2016-07-15,"CR","Immigrants1_ImmiDate","No",1
"Pieperig",2013-01-18,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Piesang",2021-10-18,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Pik",2010-11-09,2012-09-21,"BD","Immigrants1_ImmiDate","No",1
"Pikito",2012-05-09,2014-01-28,"KB","Natal_NoDOB_Disappeared","Yes",1
"Pink",2010-12-13,2011-11-25,"RC","Natal_NoDOB_Disappeared","Yes",1
"Pixsel",2018-12-20,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Pizza",2014-12-30,2017-04-11,"CR","Natal_NoDOB_Disappeared","Yes",1
"Plainjane",2021-06-14,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Plesier",2014-10-20,2016-02-27,"BD","Natal_DOB_Disappeared","Yes",1
"Poeding",2011-11-11,2016-06-11,"BD","Natal_DOB_Emi","Yes",1
"Poeding",2016-06-15,2018-07-20,"CR","Immigrants1_ImmiDate","No",2
"Pofferthie",2018-10-26,2019-12-04,"BD","Natal_DOB_Disappeared","Yes",1
"Pointy",2015-01-12,2017-04-26,"CR","Natal_NoDOB_Disappeared","Yes",1
"Pointyears",2021-06-01,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Pomelo",2017-10-19,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Pompon",2010-10-26,2011-11-01,"RC","Natal_NoDOB_Disappeared","Yes",1
"Poppie",2020-11-12,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Potjie",2013-11-23,2022-04-21,"BD","Natal_DOB_Disappeared","Yes",1
"Praia",2013-11-19,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Pratella",2018-11-17,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Pretoria",2011-12-16,2022-11-17,"NH","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Primavera",2021-10-28,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Prinses",2010-11-09,2017-05-18,"BD","Natal_NoDOB_Disappeared","Yes",1
"Propriano",2014-11-19,2019-06-01,"NH","Natal_DOB_Emi","Yes",1
"Propriano",2019-07-13,2022-04-16,"BD","Immigrants1_ImmiDate","No",2
"Propriano",2022-05-03,2022-11-17,"CR","Immigrants2_ImmiDate_ToAdd","No",3
"Pruszkow",2015-11-23,2020-11-30,"NH","Natal_DOB_Emi","Yes",1
"Pruszkow",2020-12-09,2020-12-22,"IFamily","Immigrants1_ImmiDate","No",2
"Pruszkow",2022-05-18,2022-11-17,"KB","Immigrants2_ImmiDate_ToAdd","No",3
"Puerto",2011-12-27,2016-06-21,"NH","Natal_DOB_Emi","Yes",1
"Puerto",2016-07-14,2016-07-14,"5males","Immigrants1_ImmiDate","No",2
"Puntag",2018-03-02,2018-07-24,"BD","Immigrants1_ImmiDate","No",1
"Puolka",2015-12-28,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Purper",2021-11-05,2022-02-16,"BD","Natal_DOB_Disappeared","Yes",1
"Puymerl",2018-11-07,2019-07-29,"NH","Natal_DOB_Disappeared","Yes",1
"Pyeongchang",2017-10-23,2020-02-24,"NH","Natal_DOB_Disappeared","Yes",1
"Queen",2011-01-19,2011-01-19,"RC","Natal_NoDOB_Disappeared","Yes",1
"Quito",2010-12-15,2011-11-19,"NH","Natal_NoDOB_Emi","Yes",1
"Quito",2011-11-19,2015-11-12,"LT","Immigrants1_ImmiDate","No",2
"Quito",2012-05-08,2013-10-28,"AK","Immigrants2_ImmiDate_ToAdd","No",3
"Quito",2014-02-25,2015-11-12,"LT","Immigrants3_ImmiDate","No",4
"Rabat",2016-11-23,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Radja",2010-12-13,2011-11-25,"RC","Natal_NoDOB_Disappeared","Yes",1
"Rafaela",2021-11-02,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Rakker",2012-11-16,2018-05-08,"BD","Natal_DOB_Disappeared","Yes",1
"Rambouillet",2018-11-09,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Raspberry",2015-11-13,2017-01-12,"CR","Natal_NoDOB_Splinter","Yes",1
"Ratel",2015-11-30,2021-04-29,"BD","Natal_DOB_Emi","Yes",1
"Ratel",2021-05-21,2021-12-18,"LT","Immigrants1_ImmiDate","No",2
"Ratel",2022-03-17,2022-11-17,"LT","Immigrants2_ImmiDate_ToAdd","No",3
"Redelik",2014-11-10,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Reenboog",2018-12-12,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Reenval",2020-11-24,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Regina",2018-11-15,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Reindeer",2016-11-01,2017-02-12,"CR","Natal_NoDOB_Emi","Yes",1
"Reindeer",2017-02-12,2017-04-10,"SplitCR","Immigrants1_ImmiDate","No",2
"Renee",2016-11-01,2018-08-14,"LT","Natal_DOB_Emi","Yes",1
"Renee",2018-08-14,2019-08-21,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Rennes",2013-11-15,NA,"NH","Natal_DOB_Splinter","Yes",1
"Reno",2019-11-12,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Renoster",2021-11-15,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Reva",2011-11-21,NA,"NH","Natal_DOB_Splinter","Yes",1
"Revdanda",2017-11-16,2019-01-28,"NH","Natal_DOB_Disappeared","Yes",1
"Reykjavik",2015-11-23,2020-11-30,"NH","Natal_DOB_Emi","Yes",1
"Reykjavik",2020-12-09,2022-05-22,"IFamily","Immigrants1_ImmiDate","No",2
"Rheban",2012-10-27,2017-12-05,"NH","Natal_DOB_Emi","Yes",1
"Rheban",2017-12-05,2021-09-27,"BD","Immigrants1_ImmiDate","No",2
"Richard",2015-11-12,2016-09-27,"LT","Natal_DOB_Disappeared","Yes",1
"Ridder",2018-11-14,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Rimini",2021-01-11,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Rimpel",2021-11-18,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Rio",2011-12-16,2015-11-30,"NH","Natal_NoDOB_Disappeared","Yes",1
"Rioja",2017-11-03,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Rissiepit",2011-04-26,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Rivas",2021-11-08,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Riversdale",2020-11-16,2021-02-20,"NH","Natal_DOB_Disappeared","Yes",1
"Rivier",2020-11-24,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Riyadh",2014-11-04,2015-12-15,"NH","Natal_DOB_Disappeared","Yes",1
"Robben",2015-09-29,2016-01-22,"CR","Natal_NoDOB_Disappeared","Yes",1
"Robin",2016-10-20,2021-04-17,"LT","Natal_DOB_Disappeared","Yes",1
"Rochdale",2018-11-01,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Rocky",2017-10-09,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Rocky",2018-02-21,2018-03-03,"LTsplit","Immigrants1_ImmiDate","No",2
"Roeslare",2020-11-19,2021-02-09,"NH","Natal_DOB_Disappeared","Yes",1
"Roma",2010-11-08,2021-02-17,"NH","Natal_NoDOB_Disappeared","Yes",1
"Rooikat",2011-12-05,2017-04-27,"BD","Natal_DOB_Emi","Yes",1
"Rooikat",2017-05-10,2018-07-20,"CR","Immigrants1_ImmiDate","No",2
"Rosemary",2011-12-01,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Rosemary",2018-02-21,2018-03-03,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Roslin",2015-11-23,NA,"NH","Natal_DOB_Splinter","Yes",1
"Roxanne",2014-10-30,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Roxanne",2018-02-21,2018-03-03,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Ruby",2012-11-08,2018-02-21,"LT","Natal_NoDOB_Emi","Yes",1
"Ruby",2018-02-21,2018-03-03,"LTSplit","Immigrants1_ImmiDate","No",2
"Rupert",2014-10-18,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Rupert",2018-02-21,2018-03-03,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Rusk",2011-06-06,2013-12-16,"BD","Immigrants1_ImmiDate","No",1
"Rustig",2017-10-21,2018-05-28,"BD","Natal_DOB_Disappeared","Yes",1
"Ryan",2022-06-06,2022-11-17,"LT","Immigrants1_ImmiDate","No",1
"Safari",2014-11-03,2017-04-28,"BD","Natal_DOB_Disappeared","Yes",1
"Samoa",2014-12-31,2018-07-18,"CR","Natal_NoDOB_Disappeared","Yes",1
"Sampion",2021-11-22,2022-03-19,"BD","Natal_DOB_Disappeared","Yes",1
"Sari",2017-09-30,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Schnauzli",2016-02-11,2018-04-07,"CR","Natal_NoDOB_Disappeared","Yes",1
"Selenge",2012-08-10,2013-04-03,"KB","Immigrants1_NoImmiDate_NonNatal","No",1
"Sf1",2011-09-29,2011-10-26,"RC","Natal_NoDOB_Disappeared","Yes",1
"Shakespeare",2012-06-08,2015-02-23,"LT","Immigrants1_ImmiDate","No",1
"Shitface",2011-12-01,2017-01-24,"LT","Natal_DOB_Disappeared","Yes",1
"Shongololo",2020-10-13,2022-11-17,"AK","Immigrants1_ImmiDate","No",1
"Siele",2012-10-01,2022-04-13,"BD","Natal_DOB_Disappeared","Yes",1
"Sigaret",2018-11-09,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Sion",2021-01-15,2021-12-22,"NH","Immigrants1_ImmiDate","No",1
"Sirkus",2017-10-21,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Sitrus",2021-11-18,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Skemer",2018-11-01,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Skhumbuzo",2021-06-15,2021-06-19,NA,"Immigrants1_NoImmiDate_NonNatal","No",1
"Skin",2010-12-13,2010-12-13,"RC","Natal_NoDOB_Disappeared","Yes",1
"Skollie",2010-11-09,2010-12-07,"BD","Immigrants1_ImmiDate","No",1
"Slang",2021-11-09,2022-04-27,"BD","Natal_DOB_Disappeared","Yes",1
"Smashy",2015-06-16,2018-04-07,"CR","Natal_NoDOB_Disappeared","Yes",1
"Snorretjie",2011-04-19,2019-11-07,"BD","Natal_NoDOB_Disappeared","Yes",1
"Solomon",2014-12-30,2017-01-28,"CR","Immigrants1_ImmiDate","No",1
"Spampounkoeki",2018-11-01,2019-12-03,"BD","Natal_DOB_Disappeared","Yes",1
"Spanspek",2020-11-24,2021-05-18,"BD","Natal_DOB_Disappeared","Yes",1
"Spek",2021-11-13,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Spook",2011-10-18,2016-06-16,"BD","Natal_NoDOB_Emi","Yes",1
"Spook",2016-06-23,2018-04-07,"CR","Immigrants1_ImmiDate","No",2
"Spotted",2011-09-29,2011-11-25,"RC","Natal_NoDOB_Disappeared","Yes",1
"Styx",2012-04-14,2014-05-12,"KB","Natal_NoDOB_Emi","Yes",1
"Styx",2014-05-24,2016-03-29,"NH","Immigrants1_ImmiDate","No",2
"Sumbawa",2015-01-19,2015-02-24,"CR","Natal_NoDOB_Disappeared","Yes",1
"Suzy",2011-06-01,2015-03-10,"LT","Natal_NoDOB_Emi","Yes",1
"Suzy",2015-03-10,2015-09-01,"FirstLTsplinter","Immigrants1_NoImmiDate_Natal","No",2
"Sylinder",2020-11-24,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Symetric",2015-01-09,2018-03-21,"CR","Natal_NoDOB_Disappeared","Yes",1
"Talinn",2011-12-04,2016-04-21,"NH","Natal_DOB_Emi","Yes",1
"Talinn",2016-04-21,2016-04-21,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Tambacounda",2020-05-15,2022-11-17,"NH","Immigrants1_ImmiDate","No",1
"Tanganika",2012-03-13,2015-10-22,"KB","Natal_NoDOB_Disappeared","Yes",1
"Tannie",2010-11-26,2010-12-24,"BD","Natal_NoDOB_Disappeared","Yes",1
"Tastyflavours",2019-12-04,2021-11-23,"LT","Immigrants1_ImmiDate","No",1
"Tchakalaka",2021-05-11,2022-03-17,"AK","Immigrants1_ImmiDate","No",1
"Tchakalaka",2022-06-02,2022-11-17,"NH","Immigrants2_ImmiDate_ToAdd","No",2
"Teddibeer",2014-11-12,2018-07-20,"CR","Natal_DOB_Emi","Yes",1
"Teddibeer",2019-05-25,2022-05-19,"BD","Immigrants1_ImmiDate","No",2
"Teddibeer",2022-06-11,2022-11-17,"LT","Immigrants2_ImmiDate_ToAdd","No",3
"Tere",2009-12-01,2015-03-10,"LT","Natal_DOB_Disappeared","Yes",1
"Tevere",2021-05-31,2022-11-17,"KB","Immigrants1_ImmiDate","No",1
"Thames",2014-11-19,2015-08-26,"KB","Immigrants1_ImmiDate","No",1
"Themask",2014-12-31,2017-02-12,"CR","Natal_NoDOB_Splinter","Yes",1
"Theodore",2011-08-09,2012-02-09,"LT","Immigrants1_ImmiDate","No",1
"Theodore",2012-04-17,2013-01-18,"AK","Immigrants2_ImmiDate_ToAdd","No",2
"Tiki",2021-11-30,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Timber",2017-10-16,2022-11-17,"CR","Natal_DOB_NonMigrant_Alive","Yes",1
"Tipies",2011-04-26,2012-11-13,"BD","Natal_NoDOB_Emi","Yes",1
"Tipies",2012-11-13,2013-01-31,"InBetweeners","Immigrants1_NoImmiDate_Natal","No",2
"Tirroan",2012-10-11,2017-12-30,"NH","Natal_DOB_Disappeared","Yes",1
"Tonga",2015-01-06,2017-02-14,"CR","Natal_NoDOB_Disappeared","Yes",1
"Toronto",2011-12-16,2014-06-11,"NH","Natal_NoDOB_Emi","Yes",1
"Toronto",2014-06-16,2016-02-13,"BD","Immigrants1_ImmiDate","No",2
"Tortuga",2015-07-22,2020-07-18,"CR","Natal_NoDOB_Disappeared","Yes",1
"Toulouse",2014-10-30,2016-04-14,"NH","Natal_DOB_Disappeared","Yes",1
"Troia",2010-11-08,2016-04-13,"NH","Natal_NoDOB_Emi","Yes",1
"Troia",2016-04-13,2016-07-12,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Tugela",2012-07-03,2015-07-23,"KB","Natal_NoDOB_Disappeared","Yes",1
"Tunis",2011-06-25,2011-11-26,"NH","Natal_NoDOB_Disappeared","Yes",1
"Tweed",2012-04-20,2014-05-10,"KB","Natal_NoDOB_Emi","Yes",1
"Tweed",2014-05-24,2019-09-06,"NH","Immigrants1_ImmiDate","No",2
"Tweed",2020-04-02,2020-10-01,"AK","Immigrants2_ImmiDate_ToAdd","No",3
"Tyler",2017-05-22,2018-02-07,"LT","Immigrants1_ImmiDate","No",1
"Ububhibhi",2011-11-21,2016-05-24,"AK","Natal_DOB_Emi","Yes",1
"Ububhibhi",2016-05-28,2020-06-06,"BD","Immigrants1_ImmiDate","No",2
"Udupi",2021-01-19,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Uji",2013-10-31,2018-05-18,"NH","Natal_DOB_Emi","Yes",1
"Uji",2018-05-26,2018-05-26,"Jacaranda","Immigrants1_ImmiDate","No",2
"Ulaanbaatar",2015-11-16,2020-11-30,"NH","Natal_DOB_Emi","Yes",1
"Ulaanbaatar",2020-12-09,2021-01-15,"IFamily","Immigrants1_ImmiDate","No",2
"Ulaka",2010-12-18,2013-09-14,"AK","Natal_NoDOB_Disappeared","Yes",1
"Ulsan",2018-11-01,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Ulundi",2011-12-01,2016-05-14,"NH","Natal_DOB_Emi","Yes",1
"Ulundi",2016-07-14,2016-07-14,"5males","Immigrants1_ImmiDate","No",2
"Umnak",2015-02-11,2017-02-17,"CR","Natal_NoDOB_Disappeared","Yes",1
"Umtata",2014-12-08,2020-01-04,"NH","Natal_DOB_Disappeared","Yes",1
"Umzali",2014-06-09,2015-09-12,"AK","Immigrants1_ImmiDate","No",1
"Unwabo",2012-10-22,2017-05-03,"AK","Natal_DOB_Emi","Yes",1
"Unwabo",2017-05-04,2017-12-07,"BD","Immigrants1_ImmiDate","No",2
"Uppsala",2010-11-08,2022-11-17,"NH","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Upsidedown",2011-10-28,2011-10-31,"RC","Natal_NoDOB_Disappeared","Yes",1
"Uraniumcity",2017-10-09,2019-02-12,"NH","Natal_DOB_Disappeared","Yes",1
"Utica",2021-11-06,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Utrecht",2020-06-02,2020-10-15,"NH","Immigrants1_ImmiDate","No",1
"Utrecht",2020-11-26,2022-11-17,"NH","Immigrants2_ImmiDate_ToAdd","No",2
"Uvac",2012-08-01,2015-02-13,"KB","Immigrants1_NoImmiDate_NonNatal","No",1
"Uvac",2015-02-19,2016-06-15,"Intaka","Immigrants2_ImmiDate_ToAdd","No",2
"Vakie",2011-11-17,2017-03-11,"BD","Natal_DOB_Disappeared","Yes",1
"Valerie",2012-09-24,2015-05-21,"LT","Natal_DOB_Disappeared","Yes",1
"Vance",2013-12-01,2015-11-05,"LT","Natal_DOB_Disappeared","Yes",1
"Vancouver",2015-09-01,2018-05-28,"CR","Immigrants1_ImmiDate","No",1
"Vancouver",2018-05-29,2019-11-29,"BD","Immigrants2_ImmiDate_ToAdd","No",2
"Vascorossi",2011-09-29,2011-11-25,"RC","Immigrants1_NoImmiDate_NonNatal","No",1
"Venezia",2011-02-19,2010-10-31,"NH","Natal_NoDOB_Disappeared","Yes",1
"Victoria",2011-12-16,2015-04-09,"LT","Natal_NoDOB_Emi","Yes",1
"Victoria",2015-04-09,2015-11-01,"FirstLTsplinter","Immigrants1_NoImmiDate_Natal","No",2
"Vincent",2011-10-01,2016-12-22,"LT","Natal_NoDOB_Emi","Yes",1
"Vincent",2017-02-13,2018-11-19,"BD","Immigrants1_ImmiDate","No",2
"Vladivostok",2020-05-28,2021-06-11,"NH","Immigrants1_ImmiDate","No",1
"Vladivostok",2021-06-11,2022-11-17,"AK","Immigrants2_ImmiDate_ToAdd","No",2
"Voldemort",2012-02-03,2014-06-03,"LT","Immigrants1_ImmiDate","No",1
"Voldemort",2014-06-09,2015-12-30,"AK","Immigrants2_ImmiDate_ToAdd","No",2
"Vroutjie",2011-04-26,2014-01-05,"BD","Natal_NoDOB_Emi","Yes",1
"Vroutjie",2014-01-05,2016-06-15,"Intaka","Immigrants1_NoImmiDate_Natal","No",2
"Vryheid",2022-06-10,2022-11-17,"NH","Immigrants1_ImmiDate","No",1
"Vulkaan",2012-11-14,2018-06-06,"BD","Natal_DOB_Emi","Yes",1
"Vulkaan",2020-04-16,2022-11-17,"NH","Immigrants1_ImmiDate","No",2
"Warnemünde",2020-09-23,2021-12-20,"NH","Immigrants1_ImmiDate","No",1
"Warnemünde",2022-06-06,2022-11-17,"BD","Immigrants2_ImmiDate_ToAdd","No",2
"Washingtonbabylon",2019-03-18,2020-02-26,"NH","Immigrants1_ImmiDate","No",1
"Watnou",2011-12-09,2013-01-24,"BD","Natal_NoDOB_Disappeared","Yes",1
"Wavyears",2021-05-21,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Wesley",2015-05-20,2018-02-20,"LT","Immigrants1_ImmiDate","No",1
"Whiskers",2015-01-06,2017-02-12,"CR","Natal_NoDOB_Splinter","Yes",1
"Wietnie",2011-05-09,2014-01-05,"BD","Natal_NoDOB_Emi","Yes",1
"Wietnie",2014-01-05,2016-06-15,"Intaka","Immigrants1_NoImmiDate_Natal","No",2
"William",2011-01-19,2012-02-14,"LT","Immigrants1_ImmiDate","No",1
"Wolfie",2010-12-01,2015-07-17,"BD","Natal_NoDOB_Emi","Yes",1
"Wolfie",2015-07-20,2018-05-24,"AK","Immigrants1_ImmiDate","No",2
"Wolfie",2018-05-29,2018-12-19,"NH","Immigrants2_ImmiDate_ToAdd","No",3
"Wurm",2012-10-18,2018-05-31,"BD","Natal_DOB_Disappeared","Yes",1
"Xai",2010-11-22,2011-11-01,"RC","Natal_NoDOB_Disappeared","Yes",1
"Xaixai",2010-12-03,2015-10-27,"NH","Natal_NoDOB_Disappeared","Yes",1
"Xalapa",2013-11-20,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xaltepec",2017-11-18,2020-03-12,"NH","Natal_DOB_Disappeared","Yes",1
"Xarès",2021-11-08,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xenia",2020-11-03,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xeres",2011-11-29,2016-04-07,"NH","Natal_DOB_Disappeared","Yes",1
"Xian",2012-11-05,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xiashan",2016-11-14,2021-11-27,"NH","Natal_DOB_Emi","Yes",1
"Xiashan",2022-02-14,2022-06-13,"BD","Immigrants1_ImmiDate","No",2
"Xiashan",2022-08-09,2022-11-17,"BD","Immigrants2_ImmiDate_ToAdd","No",3
"Xihau",2021-10-21,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xinji",2017-10-20,2022-07-15,"NH","Natal_DOB_Emi","Yes",1
"Xinji",2022-07-16,2022-11-17,"BD","Immigrants1_ImmiDate","No",2
"Xinpu",2018-10-28,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xinyi",2014-11-14,2015-03-28,"NH","Natal_DOB_Disappeared","Yes",1
"Xiushan",2015-11-13,2022-11-17,"CR","Immigrants1_ImmiDate","No",1
